��������	��������� (��������� ���������)
1445	2.2665785358008086 83.86513022514724 71.33724252929247 0.0 1.0 1.0
1446	2.775871444941514 84.09254223393394 71.22396033265949 0.0 1.0 1.0
1447	2.2668506347394546 84.47408670363689 70.3117048660086 0.0 1.0 1.0
1448	2.207098274149674 84.08788525970166 71.5296446180982 0.0 1.0 1.0
1449	2.6261494718673295 83.55762509528961 71.1084542011342 0.0 1.0 1.0
1450	2.5706889384928626 83.96915952254587 71.62881509624097 0.0 1.0 1.0
1451	2.0848958296474494 84.23817056021812 71.18348636363818 0.0 1.0 1.0
1452	1.9092564412583748 84.77800010676317 71.37774905887917 0.0 1.0 1.0
1453	2.3413530807755585 83.89018987455776 71.36280418180507 1.0 0.0 1.0
1454	2.443676499266817 84.07951216694711 71.54305490295063 0.0 1.0 1.0
1455	1.8149829270881133 84.17601707853 71.685793434802 0.0 0.0 1.0
1456	1.5064104568063423 84.3902063323901 71.42520765843149 0.0 0.0 1.0
1457	1.5173745556956437 84.56418286608087 71.5212778823455 0.0 0.0 1.0
1458	1.378222135641208 84.48215788912209 72.01934542336447 0.0 0.0 1.0
1459	1.196846810309783 84.98903971154999 72.023562873252 0.0 0.0 1.0
1460	1.231571374541121 84.84504752549091 72.11196003418716 0.0 0.0 1.0
1461	1.41678837384192 84.7660229451293 72.03620958336954 1.0 0.0 1.0
1462	1.3189361579224637 84.54178837424064 71.80954275416002 0.0 0.0 1.0
1463	1.5799064384728976 84.34529421186089 71.71109460418009 0.0 0.0 1.0
1464	1.3444437435377758 84.43149672570341 71.42205489134192 0.0 0.0 1.0
1465	1.375353189419295 84.14652486113272 71.53044688868465 1.0 0.0 1.0
1466	1.0611403029281 84.42528995077694 71.56963148446316 0.0 0.0 1.0
1467	0.9315479947674153 84.43591729689307 71.78938540438759 0.0 0.0 1.0
1468	1.0579109699572096 84.47968937026947 71.73163967417457 0.0 1.0 1.0
1469	0.6304456820439821 84.95054633383815 71.56900564982156 0.0 1.0 1.0
1470	1.1672808748047225 83.78114724621442 71.48928950613538 0.0 1.0 1.0
1471	0.6873135655606023 83.19463880506706 71.12156124262967 0.0 1.0 1.0
1472	1.6649655239442918 83.4738257378912 71.60001413699815 1.0 1.0 1.0
1473	1.286116691589288 84.22225087321743 71.1884941969627 0.0 1.0 1.0
1474	1.5637642787836892 84.01777696618863 71.39789484183653 0.0 1.0 1.0
1475	1.3189341882462504 83.65549786922081 71.57924927071397 1.0 1.0 1.0
1476	1.4610930679044336 83.52849214733291 71.56083782430971 0.0 1.0 1.0
1477	1.4760157869204968 84.17234189464372 70.84385695169313 0.0 1.0 1.0
1478	2.099562960561738 83.94655267116386 71.78750058299467 0.0 1.0 1.0
1479	1.6820902619831792 83.33522097883937 71.79232339690229 0.0 1.0 1.0
1480	1.2428954831829415 83.80217889763946 71.0889635692733 0.0 1.0 1.0
1481	1.5402599891516526 83.64405503094507 71.87245728306088 0.0 1.0 1.0
1482	1.6727517243608936 83.34150002672084 71.66955705428562 0.0 1.0 1.0
1483	1.5272209321553898 83.37814383965063 71.55722462018679 0.0 1.0 1.0
1484	1.339084212588748 83.1982783752093 71.27559992135032 0.0 1.0 1.0
1485	1.333165338202621 83.63011104619 71.820067475277 0.0 1.0 1.0
1486	1.514619917464785 83.75173590060467 72.12680109367349 0.0 1.0 1.0
1487	2.3491890127466455 83.87873245735423 71.40579222498295 0.0 1.0 1.0
1488	1.8498225534966324 84.0027386424977 71.84067072776229 0.0 1.0 1.0
1489	1.8692180028344172 84.11137899041009 71.98737713791168 0.0 1.0 1.0
1490	1.7151520983547286 83.64951307397848 72.07669124567433 0.0 1.0 1.0
1491	1.900084175458263 83.71221614117623 71.44504775016927 0.0 1.0 1.0
1492	1.778420046548778 83.85001005422251 72.09142319655115 0.0 1.0 1.0
1493	1.7690755255711976 84.02433247990928 71.79887698681378 0.0 1.0 1.0
1494	2.058546357478983 84.17638347228566 71.7384550085635 0.0 1.0 1.0
1495	2.2333240689324945 84.4816744043616 71.50049500014063 0.0 1.0 1.0
1496	1.2052700008984005 83.89692466484382 71.48279303471074 0.0 1.0 1.0
1497	1.3569489511248747 83.62872395202373 71.57173475867476 0.0 1.0 1.0
1498	2.1767671314281625 83.35834911757883 71.41970164442245 0.0 1.0 1.0
1499	1.7880924151383766 83.58492117783594 71.68502753473356 0.0 0.0 1.0
1500	1.0281726138009466 83.6744912132589 71.8054877202184 0.0 1.0 1.0
1501	1.2467191928214632 83.75523977097309 71.96833812874569 0.0 1.0 1.0
1502	1.6469453143110515 83.58985919628873 72.22313182248135 0.0 1.0 1.0
1503	0.8963619439770689 83.57000152002225 72.10645809435223 0.0 1.0 1.0
1504	0.7513304273476705 83.63515535713596 72.67783613955253 0.0 1.0 1.0
1505	0.2485786531256724 83.03076543371981 72.82924453419423 0.0 1.0 1.0
1506	0.2313208268396636 84.13902921949301 72.27195611439753 1.0 1.0 1.0
1507	0.19141532215040846 83.48325705732096 72.72564024635368 0.0 1.0 1.0
1508	1.1764709979855985 83.62027068034938 72.59901474644579 0.0 1.0 1.0
1509	1.0015453988966978 83.29577097752018 72.87869326133634 0.0 0.0 1.0
1510	0.7943242406453828 83.33269483983435 72.88406246026103 0.0 1.0 1.0
1511	0.9115197370141542 83.35849001539948 72.90991503878823 0.0 1.0 1.0
1512	1.2973421717991107 83.80115502288433 72.58379977643972 0.0 1.0 0.0
1513	1.0002074806647459 83.41480375017152 72.03853234725602 1.0 1.0 0.0
1514	1.3769799020519164 83.60459789655606 72.32523582864971 0.0 1.0 1.0
1515	1.4235516291291135 83.86373804583403 72.35949734012651 0.0 1.0 0.0
1516	1.3795736936721688 83.87886343716319 72.36935242498045 1.0 1.0 1.0
1517	1.129570176201413 83.56722675545275 72.44512823091273 0.0 1.0 1.0
1518	1.1653300918689076 83.81921742436279 72.41173338459384 0.0 1.0 1.0
1519	1.0660733604826182 83.7227420840378 72.21710001639427 0.0 1.0 1.0
1520	1.078923268807841 83.82844993049082 72.25332858113889 0.0 1.0 1.0
1521	1.0572774593137595 84.00080161407313 72.04030436683468 0.0 1.0 0.0
1522	1.170293407092755 83.60853279071172 72.12404681234477 0.0 1.0 1.0
1523	1.2385680545737563 83.44413405202654 71.98049431848968 1.0 0.0 1.0
1524	0.8897752909279533 83.80264166785842 72.15406709448709 1.0 1.0 1.0
1525	0.9966389682248693 83.48771314653929 71.98542996857574 1.0 1.0 1.0
1526	1.0213402432143626 83.25657870159267 72.08869804758524 0.0 1.0 1.0
1527	1.150416503254307 83.44130687836383 72.07996094615324 0.0 1.0 1.0
1528	1.2530021433367864 83.73660146938239 72.22391662485542 0.0 1.0 1.0
1529	1.541321264980848 83.55839694337064 72.44943742212467 0.0 1.0 1.0
1530	1.0856672109922136 83.72124885589503 72.18710868520944 0.0 1.0 1.0
1531	0.863020485861206 83.5532445346232 72.25143246462034 0.0 1.0 1.0
1532	0.9775094254311845 83.72277623619124 72.32905759311448 0.0 1.0 1.0
1533	0.9905263193372069 83.53147401126688 72.41777065554213 0.0 1.0 1.0
1534	0.7125848656127448 83.8205051138066 72.16012855513846 0.0 1.0 1.0
1535	0.7587400964562148 83.6741313042146 71.9334445989623 0.0 1.0 1.0
1536	1.2191094324020944 83.61763472678946 71.97010050831044 0.0 0.0 0.0
1537	0.7697746375494985 83.95010114135373 71.72952405739302 0.0 1.0 1.0
1538	0.9972671422128309 83.96138620485036 71.64386017677305 1.0 1.0 1.0
1539	1.1070860081497167 83.79352732138398 71.64389835015722 0.0 1.0 1.0
1540	1.0049188510027918 83.46348743517383 71.29889193656251 0.0 1.0 1.0
1541	0.9683817097194527 83.57007389690304 72.32123685949914 0.0 1.0 1.0
1542	1.3043893170160192 83.86333216287936 71.4669955438633 0.0 1.0 1.0
1543	1.5106034335264817 83.8813655580262 71.47796856205747 0.0 1.0 1.0
1544	1.0508741135996287 83.85534331806784 71.43845827327259 0.0 1.0 1.0
1545	1.1817410654367468 83.642900552817 71.48623589151346 0.0 1.0 1.0
1546	1.5269571336711438 83.80752004105705 71.63283429650322 0.0 1.0 1.0
1547	1.6359045128888652 83.47025823374602 72.36630127170146 1.0 1.0 1.0
1548	1.0848449613083722 83.90142458059167 71.35952890600207 0.0 1.0 1.0
1549	1.5937759135858038 83.93696883649353 71.60593408721361 0.0 1.0 1.0
1550	1.5259920806051586 83.81583743604489 71.57518824859284 0.0 1.0 1.0
1551	1.3263765495881426 83.9845252957395 71.77399932348267 0.0 1.0 1.0
1552	1.1676373068810066 83.95429108587221 71.777360718616 0.0 1.0 1.0
1553	1.0961596845497934 84.67961029300622 71.99137460672225 0.0 1.0 1.0
1554	1.1486095645505814 84.75816222392878 71.67645025296625 0.0 1.0 1.0
1555	1.2088391891203325 84.70473489103057 71.02266118708076 0.0 1.0 0.0
1556	1.2310889232020052 84.54571556734209 72.50716933447268 0.0 1.0 1.0
1557	1.414121363260666 84.70489222608471 72.6524251471393 0.0 1.0 0.0
1558	1.3105523922104316 84.26299709257155 72.43439806864382 1.0 1.0 1.0
1559	1.8508727318905365 84.90354454230285 72.52064302054863 1.0 1.0 1.0
1560	1.5572191327090623 84.51564168652197 72.64668273244895 0.0 1.0 0.0
1561	1.1499117039569728 84.72338719884787 72.49195258776668 0.0 1.0 1.0
1562	0.8145460291580215 84.55875094971611 72.51931090520048 0.0 1.0 1.0
1563	1.021963634072193 84.35388377853369 72.17377837067521 0.0 1.0 1.0
1564	1.1472694799125485 84.15352216387565 72.29694230938796 0.0 1.0 1.0
1565	1.9702008529938952 84.39061020756216 72.21409071239644 0.0 1.0 1.0
1566	0.7578072735370285 84.70373164578719 71.9927072122398 0.0 1.0 1.0
1567	1.3003683338439453 83.6812914821075 72.57072060141999 0.0 1.0 1.0
1568	1.0664027413464867 83.84615584231258 72.35714165195485 0.0 1.0 1.0
1569	1.0849271625529906 83.80895142821436 72.06030463929672 0.0 1.0 1.0
1570	0.9812632473740812 83.6332815180753 71.83538010610032 0.0 1.0 1.0
1571	1.1428122951654751 83.96594531114896 71.87143351145124 0.0 1.0 1.0
1572	1.43985690811357 83.83833263520596 72.0739626803984 0.0 1.0 1.0
1573	1.1279544610333048 84.23483049800844 72.4610620610817 0.0 1.0 1.0
1574	1.0726576265206205 84.39241558266933 71.61883837309844 0.0 1.0 1.0
1575	1.0449585187448824 83.78961172867494 71.89389956601599 0.0 1.0 1.0
1576	1.0586751956536187 83.81340140535201 71.89296251229332 0.0 0.0 1.0
1577	0.5046515976946269 83.96036976093723 71.90000556506932 0.0 1.0 1.0
1578	0.7206265194740017 83.78932778219684 72.16328122080522 0.0 1.0 1.0
1579	0.6353284814403176 83.72488832173875 71.99539742632935 0.0 1.0 1.0
1580	0.9414198626240983 83.63648952039986 72.2800985499609 0.0 1.0 1.0
1581	1.2038347409192476 83.92101791950755 72.02329224486374 0.0 1.0 1.0
1582	1.0594079938830439 84.10951864816278 71.9188075696554 0.0 1.0 1.0
1583	0.7158643477238087 84.07053188642489 71.38368665737502 1.0 1.0 1.0
1584	1.3190533129564332 84.18991325482061 71.55359315227186 0.0 1.0 1.0
1585	1.2823377069457096 84.28503687427856 71.99690842439804 0.0 1.0 1.0
1586	0.8461017591886459 84.0736544711105 72.23476608890573 0.0 1.0 1.0
1587	0.5462557678018172 84.42317351030859 72.0205582104996 0.0 1.0 0.0
1588	0.8216613321017147 84.74528515985446 72.52784015196643 0.0 1.0 1.0
1589	0.8358060399098424 84.25248584161793 72.34462128952742 1.0 1.0 0.0
1590	0.8061741054782522 83.96232092587051 72.00922840293143 0.0 1.0 0.0
1591	0.8747319556692624 84.05477849734906 72.74946761652123 0.0 1.0 0.0
1592	1.1862560339897112 83.99766344335083 72.291377532504 1.0 1.0 1.0
1593	0.5612189958928839 83.95061732846217 71.87441782691725 0.0 1.0 1.0
1594	1.163321424806876 83.73975067016022 71.93810453186734 0.0 1.0 1.0
1595	1.3129701945316954 83.64427414704382 72.201596932273 0.0 1.0 1.0
1596	1.1958427768750648 83.6678499807365 71.91491215379719 0.0 1.0 1.0
1597	0.9376124478498731 83.88127997052612 71.74943924694894 0.0 1.0 1.0
1598	1.1026515050328107 84.04726919171027 71.5312557439517 0.0 1.0 1.0
1599	1.375489276084046 84.07412150421166 71.64783131201216 0.0 1.0 1.0
1600	1.3847899781669635 84.39354155496486 71.16635286546219 0.0 1.0 1.0
1601	1.15455002093202 84.23855487766524 71.53585089639364 0.0 1.0 1.0
1602	1.1358987509394534 83.97749627246196 71.28090847569884 0.0 1.0 1.0
1603	1.009993512063793 83.87230438979387 71.75435263827501 0.0 1.0 1.0
1604	0.8655551062291416 84.07190722958488 71.34923685386502 0.0 1.0 1.0
1605	0.8242386751270225 83.73998179418388 71.59898915754754 0.0 1.0 1.0
1606	0.9567049924714432 83.65832215259972 71.52255768011742 0.0 0.0 1.0
1607	0.7151569469728698 83.68602123012867 71.17759020131633 0.0 1.0 1.0
1608	0.9995967772921631 83.54990012399303 71.53910421654301 0.0 1.0 1.0
1609	0.9736824185080108 83.93503148689685 71.57823491019694 0.0 1.0 1.0
1610	1.226566837849568 83.73444853655513 71.88000055186879 0.0 1.0 1.0
1611	1.2138452336294283 83.60229863941423 71.65322855147573 0.0 1.0 1.0
1612	0.9528941693669742 83.53269915279718 71.93514568844785 1.0 1.0 1.0
1613	1.1427721254846093 83.77467920535288 71.82039298091436 0.0 1.0 1.0
1614	0.9775502818347399 83.69752397970406 71.86248632576235 0.0 1.0 1.0
1615	1.2231898356887687 83.4980679678816 71.82448087731179 0.0 1.0 1.0
1616	1.1642914886303914 83.35873242781952 72.05903380400161 0.0 1.0 1.0
1617	1.266011710861218 83.36426650959463 71.94214752914785 0.0 1.0 1.0
1618	1.0773985261849743 83.21554370577273 72.02289543986143 0.0 1.0 1.0
1619	0.4874668350198025 83.45265290727387 71.73409380818447 0.0 0.0 1.0
1620	1.056714852842909 83.17941277910448 72.21849856012116 0.0 1.0 1.0
1621	1.1170323163213014 83.36742178359431 71.8790665573469 0.0 1.0 1.0
1622	0.7699914489888176 83.89782403202989 72.05082300982588 0.0 1.0 1.0
1623	0.632184086832289 84.04184662528094 72.20016269002703 0.0 1.0 1.0
1624	1.1599467403212609 83.83330399536094 72.44031271068684 1.0 0.0 1.0
1625	1.0543262731414837 84.1039304201626 72.30352346972536 0.0 1.0 1.0
1626	0.7723050799467556 84.36845028272762 72.55638727050668 0.0 1.0 1.0
1627	0.6428392983520969 84.0667620564598 71.85109427232567 0.0 1.0 1.0
1628	0.5079926409782398 84.04894642468864 72.0595822474473 1.0 1.0 1.0
1629	0.6562130778352858 84.11147629650623 71.67736360321764 0.0 1.0 0.0
1630	0.778022113905074 83.91965607018187 71.82899573752186 0.0 1.0 1.0
1631	0.6469642342197732 83.84437910344086 72.0303249360253 0.0 1.0 1.0
1632	0.777728462368255 83.98441444662984 72.01650823422803 0.0 1.0 1.0
1633	0.8181409332648771 84.30497597313538 71.82061565957473 0.0 1.0 1.0
1634	0.8199246730868579 84.10913798232298 72.16693433584622 0.0 1.0 1.0
1635	1.2702739439946584 83.59348186201004 71.63656494884009 0.0 1.0 1.0
1636	0.6810974982353382 83.91597772430531 72.23530680822678 0.0 1.0 1.0
1637	0.9553889549439952 84.22855176092266 71.71243169197241 0.0 1.0 1.0
1638	0.8298921407145796 84.00291605547139 72.17271485116427 0.0 0.0 1.0
1639	0.9522412375937033 83.75420557044092 72.07065354962735 0.0 1.0 1.0
1640	0.8201133219309418 83.9567690695879 72.13207524940992 0.0 1.0 1.0
1641	0.7087943094905954 84.19409541638217 72.46102606632033 0.0 1.0 1.0
1642	0.5869711611445698 84.11164109416917 72.01623940663957 1.0 1.0 1.0
1643	0.8562778728801995 84.17060150152759 72.15075280571419 0.0 1.0 1.0
1644	0.9647863860280967 83.61408900811944 72.20652517340886 0.0 1.0 1.0
1645	0.8621834892677414 83.7319011649999 72.47475750486011 0.0 1.0 1.0
1646	0.9948062684513717 83.5200875796511 72.32118745529206 1.0 1.0 1.0
1647	0.954362467254943 83.71785617660956 72.02600119080387 0.0 0.0 1.0
1648	1.0893633916648877 83.66919500886235 72.24408965448393 0.0 1.0 1.0
1649	1.0296475964235299 83.64014752719646 72.30272238583909 0.0 1.0 1.0
1650	1.1071620876324664 83.79676721145219 72.17182895309793 0.0 0.0 1.0
1651	1.0258129688647175 83.68538214211533 72.28206818816929 0.0 1.0 1.0
1652	0.9427166773624797 83.68115955597254 72.26573808480236 0.0 1.0 1.0
1653	1.16538025675914 83.82389309084036 72.44149700232508 0.0 0.0 1.0
1654	1.1657422028235591 83.53600008478254 72.36244118048543 0.0 1.0 1.0
1655	0.9600268554073503 83.58215322303843 72.24498455497026 0.0 1.0 1.0
1656	0.9193013957020177 83.55913646243846 72.36758508380214 0.0 1.0 0.0
1657	1.0138632555744755 83.52496968092528 72.15618579769603 0.0 1.0 1.0
1658	0.9939706236550664 83.37746778310544 72.23156162158234 0.0 1.0 1.0
1659	0.8388855366480923 83.77744634627375 72.25020778342449 0.0 1.0 1.0
1660	0.8366424960240775 83.86502907814635 72.14302829493772 0.0 1.0 1.0
1661	0.8586490582800718 83.85045376849185 71.98811927252925 0.0 1.0 1.0
1662	0.9022554717610048 83.91571218911646 72.01602034346043 0.0 1.0 1.0
1663	0.8126049356431339 84.31770002694195 72.01178410977245 0.0 1.0 0.0
1664	0.9029390602681227 83.96581714466747 72.3919027035172 1.0 1.0 1.0
1665	0.8682740426387171 83.93447739837929 72.08174832270728 0.0 1.0 1.0
1666	0.9778193695678576 83.88804986301889 72.13530541696184 0.0 1.0 1.0
1667	0.9671316837257968 84.05344447961654 72.16191614159493 0.0 1.0 1.0
1668	1.0106498733604126 84.19623831551016 72.20002754103476 0.0 1.0 1.0
1669	1.133155697458872 84.32329901243183 72.08298919248115 0.0 1.0 1.0
1670	1.039305769815584 84.27392072066962 72.12725535921594 0.0 1.0 1.0
1671	1.1200388854986625 84.02810410961867 72.40078401923624 0.0 0.0 1.0
1672	1.140681355096834 84.16156955981145 72.29070188587089 0.0 1.0 1.0
1673	1.0184503835859218 84.17993612928564 72.19979445652602 0.0 1.0 1.0
1674	1.1207809919413227 84.08894126067574 72.31249613233962 0.0 1.0 1.0
1675	1.4476069603407522 84.21705812732516 72.07958883119689 0.0 1.0 1.0
1676	1.2356723443892512 84.08013911667891 72.39027367120173 0.0 1.0 1.0
1677	1.0801574572911956 84.02876239113468 72.42521613084072 0.0 1.0 1.0
1678	1.1325773799113457 83.970745432204 72.40740707469031 0.0 1.0 1.0
1679	1.1805060661666256 83.83671028542143 72.4238377087948 0.0 1.0 1.0
1680	1.3501120414709091 84.10472228883401 72.3194040449871 1.0 1.0 1.0
1681	1.0260295013404919 83.84193049538887 72.20654804667846 0.0 1.0 1.0
1682	1.1445390664960466 83.95226344477668 72.32719724144404 0.0 1.0 1.0
1683	1.100612618970151 83.73557852224346 72.07915255280128 0.0 1.0 1.0
1684	0.8692894882684061 83.70371865316609 72.15772896281149 0.0 1.0 1.0
1685	0.9266297952605135 83.7009993382904 72.23373036269939 0.0 1.0 1.0
1686	1.0600793057264544 83.85987639919 72.49861563176272 0.0 1.0 1.0
1687	0.8796463674323778 83.83914906968435 72.205278995279 1.0 1.0 1.0
1688	1.036245410773001 83.9247696302652 72.21865987908996 0.0 1.0 1.0
1689	0.9980608485715707 83.88418152533413 72.0065944133888 0.0 1.0 1.0
1690	0.8965807216924504 83.93127853950917 71.99151310885078 0.0 1.0 1.0
1691	0.912720992320986 83.78451554225333 71.86725856212473 0.0 1.0 1.0
1692	1.0548247230499839 83.97908981883 72.02306802947287 0.0 1.0 1.0
1693	1.167370684230842 83.9776217028046 71.99563479392202 0.0 1.0 1.0
1694	1.1284680689046103 83.97289680582725 72.06465070390824 0.0 1.0 1.0
1695	1.0026620023247355 83.9753221364905 72.11858117744025 0.0 1.0 1.0
1696	1.0373284591248428 84.05922840815087 72.02935347681023 0.0 1.0 0.0
1697	0.9785996784144995 84.0464076670299 72.21141060836364 0.0 1.0 1.0
1698	1.0475986752101432 83.94759570702415 72.06666451963797 0.0 1.0 1.0
1699	1.0327210121605712 84.11694782288164 71.99881082864552 0.0 1.0 1.0
1700	0.9297833391066285 83.99180880445292 72.07806129324948 0.0 1.0 1.0
1701	0.9251983322625137 83.97413848530641 72.05157427210435 0.0 1.0 1.0
1702	0.9093690480937381 84.01993533597266 71.94679321532135 0.0 1.0 1.0
1703	0.860776863953892 84.05340961750957 71.8915384946972 0.0 1.0 0.0
1704	0.9412776902288151 83.96238668108788 72.02095196372282 0.0 1.0 1.0
1705	0.8199804490669159 83.94079304834933 72.00811452805188 0.0 1.0 1.0
1706	0.8707811787948276 83.84291953068325 71.8649809509497 0.0 1.0 0.0
1707	0.7369421651700307 83.92737436644668 72.07407003708862 0.0 1.0 1.0
1708	0.9161657752850365 83.70137522257893 71.9532281521428 0.0 0.0 1.0
1709	0.919373171966646 83.9162304979314 71.90879277402335 0.0 1.0 1.0
1710	0.8504362376678386 83.96772405482565 71.79060013361114 0.0 1.0 1.0
1711	0.8014284523391906 83.93513317633222 71.76035365260506 0.0 1.0 1.0
1712	0.7275714872728146 83.9338011535978 71.8151494317241 0.0 1.0 1.0
1713	0.7462196998368713 84.06016875337778 71.8651882124421 0.0 1.0 1.0
1714	0.7386903288142367 84.02915377356216 71.92106861937972 1.0 1.0 1.0
1715	0.731381842995533 84.19535442568547 71.98712064393638 0.0 1.0 0.0
1716	0.8239234567380849 84.21427191364519 71.80149462081832 0.0 0.0 1.0
1717	0.7400454939547721 84.1244715543135 71.90262573160507 0.0 1.0 1.0
1718	0.7179362531080166 84.13972220323552 71.95000444599027 0.0 1.0 1.0
1719	0.7272093072090857 84.16772684991437 71.84031328707425 0.0 1.0 1.0
1720	0.720195975082477 84.21026271719796 71.97253699907142 0.0 1.0 0.0
1721	0.8086070353022361 84.16856871168352 71.83475691160015 0.0 1.0 1.0
1722	0.6480199782210146 84.2430633924564 71.92068662946278 0.0 1.0 1.0
1723	0.7400849315551602 84.12079051948845 71.76006706612098 1.0 1.0 1.0
1724	0.792572575491204 84.22450853072887 71.7494895225534 0.0 1.0 1.0
1725	0.8686486777886793 84.18421436188281 71.80213516336944 0.0 1.0 1.0
1726	0.7746137631304937 84.17233771439945 71.8538475605752 0.0 1.0 0.0
1727	0.9109694662589548 84.133958747944 71.76511183977847 0.0 1.0 1.0
1728	0.8136891099017471 84.14992105850236 71.7149690236306 0.0 1.0 1.0
1729	0.9260195993536114 84.09866487028457 71.80457474763725 0.0 1.0 1.0
1730	0.9716901620142105 84.05950187404818 71.75545420289853 0.0 0.0 1.0
1731	0.9239643723233009 84.10800403507375 71.84482989722126 0.0 1.0 0.0
1732	1.0034231557991518 84.07541423500331 71.80699606747389 0.0 1.0 1.0
1733	1.0260749816773225 84.14839826962739 71.9334806671619 0.0 1.0 1.0
1734	1.066005818072311 84.16046840224936 71.93463818469195 0.0 1.0 1.0
1735	1.0440178418277466 84.07358513636211 71.96449158101949 0.0 1.0 1.0
1736	1.0946401039715763 84.03454899072345 71.99703846263608 0.0 1.0 1.0
1737	1.138652948142073 84.04598127702808 72.06403098476977 0.0 1.0 1.0
1738	1.1581466794757107 84.02694923875741 72.2114863153128 0.0 1.0 1.0
1739	1.1426501799047248 84.07100544508667 72.09811564571382 0.0 1.0 1.0
1740	1.197118621360231 84.03383995996583 72.01275080262434 0.0 1.0 0.0
1741	1.1213071358843167 83.97225501216724 72.03908595872669 0.0 1.0 1.0
1742	1.1861548509510744 84.06372852165575 71.94107449477133 0.0 1.0 1.0
1743	1.1634357458164024 83.96621241690612 72.02540270683883 0.0 1.0 1.0
1744	1.1305263891539554 83.92984968457883 72.04701149153651 0.0 1.0 1.0
1745	1.128043044260607 84.03953299086723 72.17887391914209 1.0 1.0 1.0
1746	1.0561508561787456 83.88844815779815 72.02150402894812 0.0 1.0 1.0
1747	1.0461243058182723 83.85487472593707 71.96662846567284 0.0 1.0 1.0
1748	1.0722109452411395 83.82885119021311 71.96658958078493 0.0 0.0 1.0
1749	1.1350932175568877 83.88826119101957 72.037876629137 0.0 0.0 1.0
1750	1.0172878636313645 83.81464948616474 72.0002535324925 1.0 1.0 0.0
1751	1.0630152207503334 83.83544450977455 71.89100762289578 0.0 1.0 1.0
1752	1.1045402261395825 83.82357331993589 71.9276750165174 0.0 1.0 1.0
1753	1.1605710071098128 83.88852021186379 71.97050805839392 0.0 1.0 1.0
1754	1.1437811699558835 83.94260550210929 71.93892966388344 0.0 1.0 1.0
1755	1.2025110948505575 83.93648059218279 71.98537697414922 0.0 1.0 1.0
1756	1.214395985703906 83.98497060609151 72.04233177422618 0.0 1.0 0.0
1757	1.1884367634948834 83.86563878976963 71.9463192550873 0.0 1.0 1.0
1758	1.2156000918390144 84.00448191645137 71.85200054731807 0.0 1.0 1.0
1759	1.1519421404280683 84.08345394237952 71.97592487268487 1.0 1.0 1.0
1760	1.1701864027804405 83.93187305846254 71.79937254075831 0.0 1.0 1.0
1761	1.1679509699531658 83.89504315793893 71.83005978516863 0.0 1.0 1.0
1762	1.1124497290121884 83.90134224961464 71.82582491954194 0.0 1.0 0.0
1763	1.1504739164860716 83.97384776669749 71.88880904378317 0.0 1.0 1.0
1764	1.2343343195568603 84.01531226011271 71.77152705137931 0.0 1.0 1.0
1765	1.1345112296871886 83.97984176422939 71.94984732389842 0.0 1.0 0.0
1766	1.0069519242159277 83.91779446528064 71.87322955496965 0.0 1.0 1.0
1767	1.0179543895873544 83.95868176871201 71.77024230191523 0.0 1.0 1.0
1768	0.9864963794827082 83.89751434106509 71.89014530677608 0.0 1.0 0.0
1769	0.9407606202034999 83.92710300216197 71.85336658816398 0.0 0.0 1.0
1770	0.9827107332862027 83.84288727685656 71.83392995582031 0.0 1.0 1.0
1771	1.009774751140387 83.82117111186918 71.87572825255218 0.0 1.0 1.0
1772	0.9707208652381932 83.87438124239456 71.74780183465157 0.0 1.0 1.0
1773	1.0220694532934833 83.77655352133209 71.8466045406756 0.0 1.0 1.0
1774	0.9981898676014453 83.76275921882787 71.85861459292113 0.0 1.0 1.0
1775	1.0656247323846015 83.87902807351352 71.86804853637646 0.0 1.0 1.0
1776	1.1550879816804895 83.86650960080381 71.8837045965002 0.0 1.0 1.0
1777	1.173891723823569 83.91006794926783 71.8750658923747 0.0 0.0 1.0
1778	1.1603243254858686 83.79399282831741 71.83217230112048 0.0 1.0 1.0
1779	1.1325334962474483 83.84531298983737 71.86593884938581 0.0 1.0 0.0
1780	1.1365046942333403 83.79232264295328 71.90991892966882 0.0 1.0 1.0
1781	1.1542039954859913 83.74331276870392 71.91945768288723 0.0 1.0 1.0
1782	1.1820344892986148 83.77174951346389 71.93076530938406 0.0 1.0 1.0
1783	1.1390439700506427 83.67931664187176 71.89545596184928 0.0 0.0 0.0
1784	1.1551712383836223 83.73993118303454 71.93051535517188 0.0 1.0 1.0
1785	1.1530056957252617 83.70633524830349 71.9643283607255 0.0 1.0 1.0
1786	1.1643015434514987 83.77949694282229 71.94167570425363 0.0 1.0 1.0
1787	1.1595715716946555 83.75312350500496 71.95684389793473 0.0 1.0 1.0
1788	1.104568265436936 83.7525531558601 72.03118444010501 0.0 1.0 1.0
1789	1.1372284629580751 83.79938466750384 72.00214376459243 0.0 1.0 1.0
1790	1.0617580681603362 83.78021806044728 72.02196170293438 1.0 0.0 1.0
1791	1.1032265065768538 83.7996147300573 72.00633295512273 0.0 1.0 1.0
1792	1.050550150678404 83.73151718941143 71.8885661131749 0.0 1.0 1.0
1793	1.103973499857798 83.81650202668139 71.97838645080286 0.0 1.0 1.0
1794	1.0703307038615624 83.80060039834218 71.971608084855 0.0 1.0 1.0
1795	1.1032095064318226 83.81212285805537 72.06101618497067 0.0 1.0 1.0
