��������	��������� (��������� ���������)
367	6.89641912599063 42.811853040951156 43.0454314984869 0.0 0.0 1.0
368	7.386191658530448 42.607286284122424 43.77817902960397 0.0 0.0 1.0
369	6.218470764679813 43.655058428997414 42.85760330064291 0.0 0.0 1.0
370	5.15453118910581 44.30558513217214 43.548648012107755 0.0 0.0 1.0
371	3.4728488782376243 44.142906495135634 43.66421216938693 1.0 0.0 1.0
372	3.865941542042848 43.012300244599956 44.14240003386591 1.0 0.0 1.0
373	4.172023861173878 45.138295130760795 44.299356209027835 1.0 0.0 1.0
374	5.635677205917863 46.46901581217723 43.53998026367373 1.0 0.0 1.0
375	5.989799823240417 46.93070772848139 44.17913480962337 0.0 0.0 1.0
376	6.8719383566480134 47.50514005176132 42.57967480723747 0.0 0.0 1.0
377	5.377899706069505 47.83625996594027 46.202006676800316 1.0 0.0 1.0
378	4.64101704674386 47.50257158669893 45.7679719493241 1.0 0.0 1.0
379	6.633350159205609 49.32882650235036 45.948489143920085 1.0 0.0 1.0
380	5.686216883899854 48.508029491775716 46.46458216167869 1.0 1.0 0.0
381	8.04567480639694 48.96129765415051 44.56826599673814 1.0 0.0 1.0
382	5.790937797922505 47.963505557250286 45.487370713635364 1.0 0.0 1.0
383	6.8714576753638985 49.228160647704854 45.30784902680992 1.0 0.0 1.0
384	6.705762099059136 49.41812955192245 45.403813262593545 1.0 1.0 1.0
385	7.447189906957391 50.13250804067032 45.26191220065824 0.0 0.0 1.0
386	8.336388156307557 50.185455995412696 44.275083128827355 0.0 0.0 1.0
387	7.522494356007472 49.93007508814197 46.27287570530175 0.0 0.0 1.0
388	8.037866697488123 50.20460101450378 45.57065222203705 0.0 0.0 1.0
389	7.5755485380469665 49.470494183842945 45.94966418661197 0.0 1.0 0.0
390	8.100978519618115 49.955714978990336 46.47639261545418 1.0 0.0 1.0
391	7.670750093480371 51.36144040735972 47.31353365253622 1.0 0.0 1.0
392	7.452724976776918 52.12336596597054 46.44553544564689 1.0 0.0 1.0
393	7.4416522799260045 51.50374713867758 47.40300680513908 1.0 0.0 1.0
394	7.10834078178716 51.57032987890255 47.76163697663272 1.0 0.0 1.0
395	6.970886816652799 51.51368696676937 47.93077677436441 1.0 1.0 1.0
396	7.939214816408008 51.01314758830763 48.11230230463772 1.0 0.0 1.0
397	6.4557921617811544 52.0902599709713 48.1160151470303 1.0 0.0 1.0
398	6.833209037201049 50.99535703186911 47.81231326616244 0.0 0.0 1.0
399	7.255058142811177 50.87066833401781 48.05081041299377 0.0 0.0 0.0
400	6.350240666843556 51.309272953732034 47.651474655764304 1.0 0.0 1.0
401	5.89357746150362 52.31378719795135 48.19091029103862 1.0 1.0 1.0
402	6.585788893788145 52.17886499489179 48.95246541625658 1.0 0.0 1.0
403	6.3534441374571164 52.423816275099114 49.631017087139575 1.0 0.0 1.0
404	6.174046029834194 50.99710652268437 48.26704412278831 1.0 0.0 0.0
405	4.7652533956506655 52.03843916514381 49.72341999440001 1.0 0.0 0.0
406	6.441828027936825 51.72015263001284 49.43424618217461 1.0 0.0 1.0
407	6.059904091989228 51.72631302953517 49.77407381440171 1.0 0.0 1.0
408	5.450361223285941 51.52780007715934 49.872096061947396 1.0 0.0 1.0
409	6.11755242872173 52.946973830692066 49.487255801737334 0.0 0.0 1.0
410	4.757937279817154 53.566076811245445 49.78055182436767 0.0 0.0 1.0
411	5.805931394354364 53.04876834003559 49.348099898999536 0.0 0.0 1.0
412	3.8785104326459203 53.71048203969494 49.30674295787809 0.0 1.0 1.0
413	4.394148357609287 53.05755280231344 49.91721932432357 0.0 0.0 1.0
414	5.149993174840944 53.1860091927523 49.89206759545816 0.0 0.0 1.0
415	4.001970556427185 53.775837632084816 50.30573844211682 0.0 1.0 1.0
416	3.682590164364066 53.72691184516647 50.0490599791648 0.0 1.0 0.0
417	4.060126731904819 53.62386301545755 50.83824618447915 0.0 0.0 1.0
418	3.8738691314793465 53.8067090026032 50.62877633767504 0.0 0.0 1.0
419	4.253011129756409 53.617246911269696 50.18039675140929 0.0 0.0 0.0
420	3.444674315804841 53.41969696047228 50.9363339662608 0.0 0.0 1.0
421	3.6867479654371147 53.93516790117412 50.92558191925572 0.0 0.0 1.0
422	4.166983183950318 54.48461410351353 50.98128641110187 0.0 0.0 1.0
423	3.7810648941455596 54.680009773374785 49.913731761936596 0.0 0.0 0.0
424	3.9428238926383123 54.148419811525415 50.83053356864201 0.0 0.0 1.0
425	4.474876101010763 54.814299121889505 50.63767929920726 0.0 0.0 0.0
426	3.84933516223421 54.97635017398044 50.613079711864245 0.0 0.0 0.0
427	4.11990966248517 55.05594460934948 50.8099219543304 0.0 0.0 0.0
428	3.4629412301743545 55.57681132429817 50.710591230645356 0.0 0.0 0.0
429	4.944451953480351 55.512548191763834 50.24768160197744 0.0 0.0 0.0
430	3.4169947553451676 55.796760267529585 50.37227079141667 0.0 0.0 0.0
431	3.111351273092427 55.92211245292811 50.202197694551714 0.0 0.0 0.0
432	4.227747288483879 55.41394998212534 51.20094314925898 0.0 0.0 0.0
433	4.4039011081519215 54.878412476778436 51.64618944772846 0.0 0.0 1.0
434	4.500429470533423 55.546452929190565 51.502777335236644 0.0 0.0 0.0
435	4.564434117044802 55.04130615368424 51.88924790886172 0.0 0.0 0.0
436	4.702393309848769 55.64185274764621 50.82082570351315 0.0 0.0 0.0
437	3.8991379202834358 54.89649415094209 51.89813202566107 0.0 0.0 0.0
438	4.5065062061156596 55.35306528793669 51.053955749579195 0.0 0.0 0.0
439	4.363919345067252 55.742186587001605 51.080004220550066 0.0 0.0 0.0
440	4.5373383387584445 55.52843898835484 51.39386350836676 0.0 0.0 1.0
441	4.249641670306135 55.92814543116791 51.95722177446379 0.0 0.0 0.0
442	3.990536052900657 56.06313333420667 52.061562163733214 1.0 0.0 0.0
443	3.498298440949199 55.736307073663646 52.21488889240379 1.0 0.0 0.0
444	3.6838495971584693 56.17822795164894 51.9842931317415 1.0 1.0 0.0
445	4.2246057130303365 56.078711691666065 52.07797305568745 1.0 1.0 1.0
446	3.7239352896815663 55.972195513290295 52.126272159138196 1.0 0.0 0.0
447	3.696031156929391 56.48825353566033 51.842351892831495 1.0 1.0 0.0
448	3.1896535570760722 56.64704949308754 51.69022082371313 1.0 1.0 0.0
449	3.45120570822911 56.808187157830226 51.74538954801632 1.0 1.0 0.0
450	3.2825940002400342 57.40032796573358 51.261668073693365 1.0 1.0 1.0
451	2.918201621236982 56.71557781769124 51.21428999671948 1.0 1.0 0.0
452	3.367664497244227 57.82434067495599 51.11586310847012 1.0 1.0 1.0
453	3.624567646562311 58.06694092698242 50.86294415192688 1.0 1.0 1.0
454	3.6468386652410674 58.71173312549923 51.1179566006142 1.0 1.0 1.0
455	4.104428038168459 57.80058526044637 50.931744683364755 1.0 1.0 0.0
456	3.1843240460448454 59.01828554007553 51.677595230222494 0.0 1.0 1.0
457	2.5641101927350327 58.35164879654905 51.54237811364523 0.0 1.0 1.0
458	2.992181417734931 58.74113206424907 52.18046699340075 0.0 1.0 1.0
459	2.8749594896021597 58.72641762532213 52.41174578424862 0.0 1.0 1.0
460	2.8001303143600444 59.27822946778029 51.28115954077442 0.0 1.0 1.0
461	2.6980417441884494 58.839662036397534 51.89651428061639 0.0 1.0 1.0
462	3.297053444160236 59.34290733405219 52.241840233900135 0.0 1.0 1.0
463	3.2273166112303677 60.005149981589916 52.38721120549868 0.0 1.0 1.0
464	3.477574321601441 60.31427055190207 52.701898272545506 0.0 1.0 1.0
465	4.02998835880963 60.24928789693613 52.62862012599538 0.0 0.0 1.0
466	3.3902969771820164 60.502551512292165 52.959494637056245 0.0 1.0 1.0
467	3.834617055571524 59.99243410370225 53.323604396678384 0.0 1.0 1.0
468	3.247672980729583 60.600835727874546 52.713226820640855 0.0 1.0 1.0
469	3.727042184214716 60.72770782681673 53.12646031851565 1.0 0.0 1.0
470	3.618051523386309 60.67514277227224 53.206910074729315 1.0 0.0 1.0
471	3.5604826503183533 60.07100757906955 52.68354959770001 1.0 0.0 1.0
472	3.7137468804139924 59.61845834126873 53.124163448165234 1.0 1.0 1.0
473	3.156081072458499 61.20064302937008 52.92574011284621 1.0 0.0 1.0
474	2.6446543344468783 60.60048005448533 52.879387702881644 1.0 1.0 1.0
475	3.0795303966522125 61.29464094191576 53.66571350340682 1.0 0.0 1.0
476	3.5114660896377976 60.725049765403696 53.7309527916493 1.0 0.0 1.0
477	2.830703304342879 60.98356465442535 53.74505280124843 1.0 0.0 0.0
478	2.9718463964890995 61.125726859401624 53.584558982389275 0.0 1.0 1.0
479	2.9654356719587986 61.28586030162978 53.56020471517154 1.0 0.0 1.0
480	2.5287331669171103 61.42777456588132 53.52082713735891 1.0 0.0 1.0
481	2.5089499164289593 61.89814379292803 53.97823062901622 1.0 0.0 1.0
482	2.329822508358341 62.16680021854006 54.77274693093315 1.0 0.0 1.0
483	2.257787390816614 61.91142058196981 54.58630809478384 1.0 0.0 0.0
484	2.1190349414591214 62.04754324175392 54.54589385270505 1.0 0.0 0.0
485	1.6322046827379395 62.557209364053065 54.87258700829867 1.0 0.0 1.0
486	1.5290984835913688 62.104410289860645 54.51829135389062 1.0 0.0 1.0
487	1.766103307680903 63.29791684840312 54.54300411875437 1.0 0.0 1.0
488	2.0466095189818794 63.39481947743276 54.3229798113061 1.0 0.0 1.0
489	1.6939393184163007 62.84591971308911 54.376048146554915 0.0 0.0 1.0
490	1.607088470271951 63.360881200237806 54.46546800902225 1.0 0.0 1.0
491	1.6978027085653733 63.41591106050051 53.81577801718017 1.0 0.0 1.0
492	1.589876254552329 63.096875592396955 54.62115261839374 1.0 0.0 1.0
493	1.6231378091049204 63.12643090598741 54.38215642927128 1.0 0.0 1.0
494	1.248827823111311 63.44735729270887 54.37420981132199 1.0 0.0 1.0
495	1.417406658083489 63.217737382898214 54.482121039236795 1.0 0.0 0.0
496	1.1986088992518296 63.289752070693616 54.52762385486164 1.0 0.0 1.0
497	1.2072658975179758 63.4591116344166 54.3497284136722 1.0 0.0 1.0
498	1.1825742724157688 63.58559453799655 54.49010855580938 1.0 0.0 1.0
499	1.2367020445494772 63.24659910543121 54.836874448635314 1.0 0.0 1.0
500	1.2276454508724683 63.372848548014254 54.58860508944809 1.0 0.0 1.0
501	1.1944379787598904 63.75553172166101 54.50591316856624 1.0 0.0 0.0
502	1.22558773088284 63.97782397805204 54.33979978391886 1.0 0.0 0.0
503	1.0693730885863886 64.01855757115365 54.170477782232624 1.0 1.0 0.0
504	1.1099372634489946 64.0227060433193 54.31945466497707 1.0 1.0 0.0
505	1.2064815639413367 64.47381257881052 54.683049681782 1.0 1.0 0.0
506	1.0272079163710979 64.59197349079287 54.50695453005481 1.0 1.0 1.0
507	1.1927231751112908 64.26590117964972 54.97194607616883 1.0 1.0 0.0
508	1.352933240832422 64.14707123519634 54.873760434103474 1.0 1.0 1.0
509	1.2355813684046473 64.40786092913481 55.12365164125654 1.0 1.0 0.0
510	1.3659817450767398 64.2856540664851 55.17303167436052 1.0 1.0 0.0
511	1.118322976105307 64.29783312655925 55.22981447380589 1.0 1.0 0.0
512	1.1104407189595857 64.26676867754176 55.25783145050349 1.0 1.0 0.0
513	1.131431493291808 64.45290582637178 55.04589233733876 1.0 1.0 0.0
514	1.4115212554593106 64.28850504119582 55.12900015459518 1.0 1.0 1.0
515	1.3083144616008853 64.427499280941 55.11520474184749 0.0 1.0 0.0
516	1.3519234918825682 64.42838737318692 55.00454446818974 0.0 1.0 1.0
517	1.3354870006845965 64.48730245310101 55.12355227693025 0.0 1.0 0.0
518	1.4437971978268611 64.43721450699621 55.23392278863562 0.0 1.0 0.0
519	1.5163436662729353 64.29692771100353 55.18727204239509 1.0 1.0 0.0
520	1.3544418344626914 64.58289485144478 55.30875763787701 0.0 1.0 0.0
521	1.480302399460075 64.41640551549634 55.08547785523145 0.0 1.0 0.0
522	1.3456794772937284 64.76763459655575 55.371669436081746 0.0 1.0 0.0
523	1.4794623969954521 64.69101259371818 55.22616294939279 0.0 1.0 0.0
524	1.5376311406338958 64.6217935220446 55.4333719668586 0.0 1.0 0.0
525	1.3759703580725426 64.60285547753038 55.40341217653705 0.0 1.0 0.0
526	1.462549547265498 64.75411190824596 55.54128280059064 0.0 0.0 0.0
527	1.5469462068815847 64.73655681463488 55.45812464434518 1.0 0.0 0.0
528	1.3098941880608095 64.68032876503288 55.52972967965613 0.0 0.0 0.0
529	1.6353019758836014 64.80660669149796 55.49234472873099 0.0 0.0 0.0
530	1.589777615405069 64.83390046781595 55.42956829049818 0.0 0.0 1.0
531	1.5755788108375635 64.99081096541171 55.30479452606556 0.0 0.0 0.0
532	1.5109624564116817 64.90850234920971 55.342251077304546 1.0 0.0 0.0
533	1.6850272621919482 64.98207192718228 55.21170510607125 0.0 0.0 0.0
534	1.7139587923965407 65.05708355374223 55.31459565283184 0.0 0.0 0.0
535	1.6954086484213757 65.10332549729064 55.15892716775532 1.0 0.0 0.0
536	1.7944841063320647 65.01422754568692 55.13087769909008 0.0 0.0 0.0
537	1.7497524722897626 65.13740969127723 55.33302479549635 1.0 0.0 0.0
538	2.046125366655188 65.15893222312228 55.35234337425542 1.0 0.0 1.0
539	1.9886305407065914 65.27960488841076 55.382864500644374 1.0 0.0 1.0
540	1.9404599174549777 65.16473305748093 55.55145456431868 1.0 1.0 1.0
541	2.0161585987821526 65.2018424224747 55.45336346281866 1.0 1.0 1.0
542	1.9230338259447197 65.14540678424589 55.61501973314334 1.0 1.0 1.0
543	1.9207675054459146 65.1067108050684 55.55493605371944 1.0 1.0 1.0
544	1.8133026399690078 65.07860163876965 55.60633582328061 1.0 1.0 1.0
545	1.9652607447653176 65.17641432119987 55.58588445109645 1.0 1.0 1.0
546	1.84165981282943 65.06126348869397 55.802967307547426 1.0 1.0 1.0
547	1.760406035320816 64.91256836773891 55.79975876090007 1.0 1.0 0.0
548	1.8049838627146764 65.07422728426646 55.8055471448177 1.0 0.0 1.0
549	1.8315346239455044 64.99061287305784 55.8001965496527 1.0 1.0 0.0
550	1.7342790830853543 65.11209978889282 55.77063121059283 1.0 1.0 1.0
551	1.7237907602773819 65.13161396947876 55.884630722376265 1.0 1.0 1.0
552	1.7057182547385192 65.06977300876132 55.71038412612146 1.0 1.0 0.0
553	1.8300574476008964 65.22642559655802 55.94646158320635 0.0 1.0 1.0
554	1.9466520466036175 65.25605988825909 55.85795879952525 0.0 1.0 1.0
555	1.8132634161632928 65.24929372732427 56.100861312702435 0.0 1.0 1.0
556	1.8653069088840932 65.32172054610012 56.011957674109944 0.0 1.0 1.0
557	1.7149078156996704 65.38855751441717 56.03655284166628 0.0 0.0 0.0
558	1.6146141744232754 65.3861113345925 56.08948127927138 0.0 0.0 0.0
559	1.7734412826049861 65.45106270114483 56.141048455905874 0.0 0.0 0.0
560	1.845862925128699 65.46728239409522 56.205295150078456 0.0 0.0 0.0
561	1.7382528341992267 65.36394184525176 56.056267090220906 0.0 0.0 0.0
562	1.927906467223302 65.3173961614902 56.03819898763164 0.0 0.0 0.0
563	1.8370799030005145 65.46289985816875 56.1052156854819 0.0 0.0 0.0
564	1.6699803510980442 65.37168921247824 56.10576984635716 0.0 0.0 0.0
565	1.8589903619521584 65.43165191496395 56.2310477966032 0.0 1.0 0.0
566	1.8582997537804287 65.52696448233434 56.03398629397381 0.0 1.0 0.0
567	2.0195858351120712 65.47000659385264 56.16297913721549 0.0 0.0 0.0
568	1.8950135157021368 65.36237530148686 56.252564449002435 0.0 1.0 0.0
569	1.9539325526008335 65.54467486962508 56.1383350037717 0.0 1.0 0.0
570	1.8021995519027116 65.45763368392139 56.37019730742083 0.0 1.0 0.0
571	1.9365443056041776 65.49279844640151 56.48457867318621 0.0 1.0 0.0
572	2.031008256701713 65.28742243279879 56.47577975739008 0.0 1.0 1.0
573	1.8250366679724037 65.40188783561543 56.44926816046381 0.0 1.0 0.0
574	1.8820429389725193 65.44107185670603 56.536270860849605 0.0 1.0 0.0
575	1.9039358365038903 65.53254212435375 56.46565448534511 1.0 1.0 0.0
576	1.9145184933118464 65.52461317914214 56.57825963702686 0.0 1.0 0.0
577	1.8804504442341647 65.52968487500932 56.60665765819288 0.0 1.0 0.0
578	1.9226364393935527 65.48196573617156 56.56847174480601 0.0 1.0 0.0
579	1.8740429804414576 65.53287535916917 56.6093563502651 0.0 1.0 0.0
580	1.9549573692904465 65.38558996987474 56.73179627305614 0.0 1.0 0.0
581	1.853629197162462 65.5000087461531 56.67940231017196 0.0 1.0 1.0
582	1.6927767306881945 65.41561431318044 56.66544557563438 0.0 1.0 1.0
583	1.843270427918094 65.51146682180143 56.762212376266795 0.0 1.0 1.0
584	2.0309499095691077 65.49856756739156 56.779716431265754 0.0 0.0 0.0
585	1.890638169841577 65.54908424142297 56.863516234295126 0.0 1.0 1.0
586	1.884878222039132 65.55459526688144 56.940476510673875 0.0 1.0 1.0
587	1.8549594258770503 65.5435957191961 56.78333055434777 0.0 1.0 1.0
588	1.8915140586199224 65.6085035562877 56.94613523871796 0.0 1.0 1.0
589	1.9030192442468663 65.47672621883419 56.86688103871026 0.0 1.0 1.0
590	1.8561146522350926 65.58855054313416 56.95472614539184 1.0 1.0 1.0
591	1.9021527594082706 65.63285952131568 56.89283241205076 0.0 1.0 1.0
592	1.8622819216738238 65.64624811484889 56.89975355958041 0.0 1.0 1.0
593	1.8576228589389074 65.76192572610353 56.9179901939854 0.0 1.0 1.0
594	1.8753261970189092 65.72304434496387 56.854289018767844 1.0 1.0 1.0
595	1.8934751303977044 65.76814917451081 56.93602956925621 0.0 1.0 1.0
596	1.8327746392464526 65.69799374093549 56.85196344335195 1.0 1.0 1.0
597	1.8007036563566707 65.72720919243181 57.037430645415746 0.0 1.0 1.0
598	1.6667272929616728 65.8030337642165 57.11520529532965 0.0 1.0 1.0
599	1.7941618360190459 65.9193655362122 57.072263120443935 0.0 1.0 0.0
600	1.7237609332508272 66.11816249813846 57.128842109027396 0.0 0.0 0.0
601	1.7161448022498738 66.00994705855828 57.11238728638282 0.0 0.0 0.0
602	1.7458819007993234 66.13798311861036 57.098741995028156 0.0 0.0 0.0
603	1.7540314373504693 66.17145549000603 57.28056582557587 0.0 0.0 0.0
604	1.7161687432694273 66.30117780799756 57.33651397124407 0.0 0.0 0.0
605	1.737567491941888 66.24407580178976 57.291358131152315 0.0 0.0 0.0
606	1.7313438822488965 66.31641769104279 57.320361391385426 0.0 0.0 0.0
607	1.7248256070742627 66.3245221790711 57.320504226754956 0.0 0.0 0.0
608	1.525982254623742 66.32613565124224 57.50147285547289 0.0 0.0 0.0
609	1.4012011764367271 66.25807611267271 57.62157255096281 0.0 0.0 0.0
610	1.3944644944021456 66.16139139107827 57.4931717077652 0.0 1.0 0.0
611	1.359721188711377 66.2700482973062 57.58027766398588 0.0 0.0 1.0
612	1.3330895157806282 66.18631163675695 57.82783148268562 0.0 0.0 1.0
613	1.540896501464649 65.90856939362759 58.17217043297534 0.0 0.0 1.0
614	1.3525247251185668 66.11575119138581 57.827739790049506 0.0 0.0 1.0
615	1.1816962605471257 66.23657330319428 58.06959314054576 0.0 0.0 1.0
616	1.322486479145876 66.32538101729116 58.14820199954924 0.0 0.0 1.0
617	1.4262586256547847 66.12245517044622 58.06546729040109 0.0 0.0 1.0
618	1.450596217978781 66.4679774305126 58.11045922423171 1.0 0.0 1.0
619	1.3714418257573244 66.37103472507275 58.12916423025382 1.0 0.0 1.0
620	1.5154273117933161 66.43585288427012 58.10128311409 1.0 0.0 1.0
621	1.4123038097779173 66.4726460231095 58.04983984732391 1.0 0.0 1.0
622	1.5380578015926498 66.40663676018313 58.1153430502723 1.0 0.0 1.0
623	1.4694225216160979 66.50328074962266 58.27743557756696 1.0 0.0 1.0
624	1.3206491867973378 66.52820738322902 58.19032039849264 1.0 0.0 1.0
625	1.4621182286668892 66.60076121605546 58.171168511987226 1.0 0.0 1.0
626	1.5935567268854216 66.62674565679237 58.1529110712968 1.0 0.0 1.0
627	1.6154420410772103 66.67274300514474 58.32750630473984 1.0 0.0 1.0
628	1.6317615854017764 66.53156985764011 58.456150154294775 1.0 0.0 1.0
629	1.765693487010776 66.60568491516365 58.243774787648064 1.0 0.0 0.0
630	1.5863626155520292 66.6021684673447 58.262257579095824 1.0 0.0 1.0
